Date,CreativeID,Impressions,Clicks,VideoStarts,VideoCompletions,OperatingSystem,DayofWeek,Site,SiteCategory
21/05/2018,3280,451,3,0,0,iOS,1,Vroom Motoring,Sport
21/05/2018,3280,17,0,0,0,Other,1,PedalBikez,Sport
21/05/2018,3280,1,0,0,0,Other,1,Vroom Motoring,Sport
21/05/2018,3400,2,0,0,0,Android,1,The Ocho Sports Network,Sport
21/05/2018,3400,219,3,103,59,Android,1,The Ocho Sports Network,Sport
21/05/2018,3400,156,0,53,19,Android,1,The Ocho Sports Network,Sport
21/05/2018,3400,1,0,1,0,Android,1,The Ocho Sports Network,Sport
21/05/2018,3400,1,0,1,0,Android,1,The Ocho Sports Network,Sport
21/05/2018,3400,1,0,0,0,Android,1,The Ocho Sports Network,Sport
21/05/2018,3400,6,0,3,2,Android,1,The Ocho Sports Network,Sport
21/05/2018,3400,1,0,0,0,Other,1,The Ocho Sports Network,Sport
21/05/2018,3400,2,0,2,2,Other,1,The Ocho Sports Network,Sport
21/05/2018,3400,6,0,4,1,iOS,1,The Ocho Sports Network,Sport
21/05/2018,3400,575,7,289,148,iOS,1,The Ocho Sports Network,Sport
21/05/2018,3400,421,1,161,79,iOS,1,The Ocho Sports Network,Sport
21/05/2018,3400,6,0,4,2,iOS,1,The Ocho Sports Network,Sport
21/05/2018,3400,1,0,1,1,iOS,1,The Ocho Sports Network,Sport
21/05/2018,3400,5,0,0,0,iOS,1,The Ocho Sports Network,Sport
21/05/2018,3400,1,0,0,0,iOS,1,The Ocho Sports Network,Sport
21/05/2018,3400,38,0,17,8,iOS,1,The Ocho Sports Network,Sport
21/05/2018,3400,2,0,0,0,Other,1,The Ocho Sports Network,Sport
21/05/2018,3400,5,0,0,0,Other,1,The Ocho Sports Network,Sport
21/05/2018,3400,1110,8,407,168,Android,1,CityNews,News
21/05/2018,3400,1900,4,757,324,iOS,1,CityNews,News
21/05/2018,3400,37,0,11,8,Android,1,PedalBikez,Sport
21/05/2018,3400,89,0,8,5,Android,1,Vroom Motoring,Sport
21/05/2018,3400,118,0,55,25,iOS,1,PedalBikez,Sport
21/05/2018,3400,103,0,37,16,iOS,1,Vroom Motoring,Sport
21/05/2018,3400,2,0,1,0,Other,1,PedalBikez,Sport
21/05/2018,4564,1983,10,0,0,Android,1,Gadgetron,Tech / Gaming
21/05/2018,4564,338,0,0,0,Android,1,Edgy Lifestyles,Tech / Gaming
21/05/2018,4564,2891,14,0,0,Android,1,Coin-Op Gaming,Tech / Gaming
21/05/2018,4564,935,2,0,0,Android,1,Coin-Op Gaming,Tech / Gaming
21/05/2018,4564,934,9,0,0,iOS,1,Gadgetron,Tech / Gaming
21/05/2018,4564,441,9,0,0,iOS,1,Edgy Lifestyles,Tech / Gaming
21/05/2018,4564,1709,5,0,0,iOS,1,Coin-Op Gaming,Tech / Gaming
21/05/2018,4564,112,0,0,0,iOS,1,Coin-Op Gaming,Tech / Gaming
21/05/2018,4564,13,0,0,0,Other,1,Gadgetron,Tech / Gaming
21/05/2018,4564,13,0,0,0,Other,1,Edgy Lifestyles,Tech / Gaming
21/05/2018,4564,13,0,0,0,Other,1,Coin-Op Gaming,Tech / Gaming
21/05/2018,1495,426,1,0,0,Android,1,Progressive News,News
21/05/2018,1495,363,2,0,0,Android,1,The City Daily,News
21/05/2018,1495,482,0,0,0,iOS,1,Progressive News,News
21/05/2018,1495,65,0,0,0,iOS,1,The City Daily,News
21/05/2018,1495,1,0,0,0,Other,1,Progressive News,News
21/05/2018,1495,9,0,0,0,Other,1,Progressive News,News
21/05/2018,1495,2,0,0,0,Other,1,The City Daily,News
21/05/2018,478,452,1,0,0,Android,1,Progressive News,News
21/05/2018,478,377,1,0,0,Android,1,The City Daily,News
21/05/2018,478,460,0,0,0,iOS,1,Progressive News,News
21/05/2018,478,53,0,0,0,iOS,1,The City Daily,News
21/05/2018,478,10,0,0,0,Other,1,Progressive News,News
21/05/2018,478,1,0,0,0,Other,1,The City Daily,News
21/05/2018,1226,193,0,0,0,Android,1,Progressive News,News
21/05/2018,1226,213,1,0,0,Android,1,The City Daily,News
21/05/2018,1226,1,0,0,0,Other,1,The City Daily,News
21/05/2018,1226,256,0,0,0,iOS,1,Progressive News,News
21/05/2018,1226,27,0,0,0,iOS,1,The City Daily,News
21/05/2018,1226,7,0,0,0,Other,1,Progressive News,News
21/05/2018,1226,1,0,0,0,Other,1,The City Daily,News
21/05/2018,466,413,0,0,0,Android,1,Progressive News,News
21/05/2018,466,334,1,0,0,Android,1,The City Daily,News
21/05/2018,466,3,0,0,0,Other,1,The City Daily,News
21/05/2018,466,442,0,0,0,iOS,1,Progressive News,News
21/05/2018,466,47,0,0,0,iOS,1,The City Daily,News
21/05/2018,466,1,0,0,0,Other,1,Progressive News,News
21/05/2018,466,11,0,0,0,Other,1,Progressive News,News
21/05/2018,466,9,0,0,0,Other,1,The City Daily,News
21/05/2018,1082,217,0,0,0,Android,1,Progressive News,News
21/05/2018,1082,153,1,0,0,Android,1,The City Daily,News
21/05/2018,1082,229,0,0,0,iOS,1,Progressive News,News
21/05/2018,1082,38,0,0,0,iOS,1,The City Daily,News
21/05/2018,1082,5,0,0,0,Other,1,Progressive News,News
21/05/2018,1082,2,0,0,0,Other,1,The City Daily,News
21/05/2018,3965,228,0,0,0,Android,1,Progressive News,News
21/05/2018,3965,167,0,0,0,Android,1,The City Daily,News
21/05/2018,3965,242,1,0,0,iOS,1,Progressive News,News
21/05/2018,3965,28,0,0,0,iOS,1,The City Daily,News
21/05/2018,3965,1,0,0,0,Other,1,Progressive News,News
21/05/2018,3965,4,0,0,0,Other,1,Progressive News,News
21/05/2018,3965,1,0,0,0,Other,1,The City Daily,News
21/05/2018,3965,69,0,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,3965,3,0,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,3965,3,0,0,0,Android,1,Home & House,Fashion / Lifestyle
21/05/2018,3965,85,0,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,3965,10,0,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,3965,94,1,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,3965,14,0,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,3965,9,0,0,0,iOS,1,Home & House,Fashion / Lifestyle
21/05/2018,3965,197,1,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,3965,12,0,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,3965,2,0,0,0,Other,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,4590,1911,4,0,0,Android,1,Gadgetron,Tech / Gaming
21/05/2018,4590,310,1,0,0,Android,1,Edgy Lifestyles,Tech / Gaming
21/05/2018,4590,2970,7,0,0,Android,1,Coin-Op Gaming,Tech / Gaming
21/05/2018,4590,930,6,0,0,Android,1,Coin-Op Gaming,Tech / Gaming
21/05/2018,4590,2,0,0,0,Other,1,Gadgetron,Tech / Gaming
21/05/2018,4590,981,5,0,0,iOS,1,Gadgetron,Tech / Gaming
21/05/2018,4590,441,8,0,0,iOS,1,Edgy Lifestyles,Tech / Gaming
21/05/2018,4590,1731,6,0,0,iOS,1,Coin-Op Gaming,Tech / Gaming
21/05/2018,4590,115,0,0,0,iOS,1,Coin-Op Gaming,Tech / Gaming
21/05/2018,4590,10,0,0,0,Other,1,Gadgetron,Tech / Gaming
21/05/2018,4590,12,0,0,0,Other,1,Edgy Lifestyles,Tech / Gaming
21/05/2018,4590,19,0,0,0,Other,1,Coin-Op Gaming,Tech / Gaming
21/05/2018,4499,208,1,0,0,Android,1,Progressive News,News
21/05/2018,4499,153,0,0,0,Android,1,The City Daily,News
21/05/2018,4499,208,0,0,0,iOS,1,Progressive News,News
21/05/2018,4499,27,0,0,0,iOS,1,The City Daily,News
21/05/2018,4499,7,0,0,0,Other,1,Progressive News,News
21/05/2018,2816,252,1,0,0,Android,1,Progressive News,News
21/05/2018,2816,177,0,0,0,Android,1,The City Daily,News
21/05/2018,2816,245,0,0,0,iOS,1,Progressive News,News
21/05/2018,2816,30,0,0,0,iOS,1,The City Daily,News
21/05/2018,2816,3,0,0,0,Other,1,Progressive News,News
21/05/2018,1252,1292,4,0,0,Android,1,Progressive News,News
21/05/2018,1252,548,0,0,0,Android,1,The City Daily,News
21/05/2018,1252,821,1,0,0,iOS,1,Progressive News,News
21/05/2018,1252,11,0,0,0,iOS,1,The City Daily,News
21/05/2018,1252,6,0,0,0,Other,1,Progressive News,News
21/05/2018,1252,93,0,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,1252,9,0,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,1252,4,0,0,0,Android,1,Home & House,Fashion / Lifestyle
21/05/2018,1252,131,0,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,1252,23,0,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,1252,216,0,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,1252,24,0,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,1252,26,0,0,0,iOS,1,Home & House,Fashion / Lifestyle
21/05/2018,1252,340,1,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,1252,42,0,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,1252,2,0,0,0,Other,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,1892,380,0,0,0,Android,1,Progressive News,News
21/05/2018,1892,339,3,0,0,Android,1,The City Daily,News
21/05/2018,1892,431,0,0,0,iOS,1,Progressive News,News
21/05/2018,1892,54,0,0,0,iOS,1,The City Daily,News
21/05/2018,1892,8,0,0,0,Other,1,Progressive News,News
21/05/2018,1892,2,0,0,0,Other,1,The City Daily,News
21/05/2018,1892,113,0,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,1892,3,0,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,1892,1,0,0,0,Android,1,Home & House,Fashion / Lifestyle
21/05/2018,1892,139,0,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,1892,20,0,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,1892,1,0,0,0,Other,1,Fashionista,Fashion / Lifestyle
21/05/2018,1892,205,0,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,1892,21,0,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,1892,20,0,0,0,iOS,1,Home & House,Fashion / Lifestyle
21/05/2018,1892,341,0,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,1892,41,0,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,1892,1,0,0,0,Other,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,1283,207,1,0,0,Android,1,Progressive News,News
21/05/2018,1283,170,0,0,0,Android,1,The City Daily,News
21/05/2018,1283,224,0,0,0,iOS,1,Progressive News,News
21/05/2018,1283,29,0,0,0,iOS,1,The City Daily,News
21/05/2018,1283,1,0,0,0,Other,1,Progressive News,News
21/05/2018,1283,3,0,0,0,Other,1,Progressive News,News
21/05/2018,1283,59,0,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,1283,6,0,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,1283,1,0,0,0,Android,1,Home & House,Fashion / Lifestyle
21/05/2018,1283,79,0,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,1283,10,0,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,1283,103,1,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,1283,5,0,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,1283,14,0,0,0,iOS,1,Home & House,Fashion / Lifestyle
21/05/2018,1283,198,1,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,1283,24,0,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,1283,3,0,0,0,Other,1,Fashionista,Fashion / Lifestyle
21/05/2018,3802,242,0,0,0,Android,1,Progressive News,News
21/05/2018,3802,185,0,0,0,Android,1,The City Daily,News
21/05/2018,3802,278,1,0,0,iOS,1,Progressive News,News
21/05/2018,3802,23,0,0,0,iOS,1,The City Daily,News
21/05/2018,3802,4,0,0,0,Other,1,Progressive News,News
21/05/2018,3802,2,0,0,0,Other,1,The City Daily,News
21/05/2018,3802,60,0,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,3802,3,0,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,3802,1,0,0,0,Android,1,Home & House,Fashion / Lifestyle
21/05/2018,3802,66,0,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,3802,9,0,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,3802,101,2,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,3802,11,0,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,3802,12,0,0,0,iOS,1,Home & House,Fashion / Lifestyle
21/05/2018,3802,182,1,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,3802,14,0,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,2121,202,1,0,0,Android,1,Progressive News,News
21/05/2018,2121,180,1,0,0,Android,1,The City Daily,News
21/05/2018,2121,242,1,0,0,iOS,1,Progressive News,News
21/05/2018,2121,27,0,0,0,iOS,1,The City Daily,News
21/05/2018,2121,3,0,0,0,Other,1,Progressive News,News
21/05/2018,2121,2,0,0,0,Other,1,The City Daily,News
21/05/2018,4414,424,0,0,0,Android,1,Progressive News,News
21/05/2018,4414,349,1,0,0,Android,1,The City Daily,News
21/05/2018,4414,481,1,0,0,iOS,1,Progressive News,News
21/05/2018,4414,68,0,0,0,iOS,1,The City Daily,News
21/05/2018,4414,11,0,0,0,Other,1,Progressive News,News
21/05/2018,4414,2,0,0,0,Other,1,The City Daily,News
21/05/2018,4414,116,1,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,4414,7,0,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,4414,5,0,0,0,Android,1,Home & House,Fashion / Lifestyle
21/05/2018,4414,130,1,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,4414,19,0,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,4414,204,0,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,4414,28,0,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,4414,23,0,0,0,iOS,1,Home & House,Fashion / Lifestyle
21/05/2018,4414,362,0,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,4414,32,1,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,4414,1,0,0,0,Other,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,4414,2,0,0,0,Other,1,Fashionista,Fashion / Lifestyle
21/05/2018,932,434,0,0,0,Android,1,Progressive News,News
21/05/2018,932,371,1,0,0,Android,1,The City Daily,News
21/05/2018,932,494,0,0,0,iOS,1,Progressive News,News
21/05/2018,932,49,0,0,0,iOS,1,The City Daily,News
21/05/2018,932,13,0,0,0,Other,1,Progressive News,News
21/05/2018,932,6,0,0,0,Other,1,The City Daily,News
21/05/2018,932,115,1,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,932,4,0,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,932,3,0,0,0,Android,1,Home & House,Fashion / Lifestyle
21/05/2018,932,1,0,0,0,Android,1,Home & House,Fashion / Lifestyle
21/05/2018,932,145,1,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,932,14,0,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,932,205,4,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,932,20,0,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,932,15,0,0,0,iOS,1,Home & House,Fashion / Lifestyle
21/05/2018,932,344,0,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,932,34,1,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,2222,190,0,0,0,Android,1,Progressive News,News
21/05/2018,2222,169,0,0,0,Android,1,The City Daily,News
21/05/2018,2222,239,0,0,0,iOS,1,Progressive News,News
21/05/2018,2222,27,0,0,0,iOS,1,The City Daily,News
21/05/2018,2222,1,0,0,0,Other,1,Progressive News,News
21/05/2018,2222,4,0,0,0,Other,1,Progressive News,News
21/05/2018,2222,3,0,0,0,Other,1,The City Daily,News
21/05/2018,2222,55,0,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,2222,1,0,0,0,Android,1,Home & House,Fashion / Lifestyle
21/05/2018,2222,76,0,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,2222,13,0,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,2222,82,0,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,2222,14,0,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,2222,4,0,0,0,iOS,1,Home & House,Fashion / Lifestyle
21/05/2018,2222,174,0,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,2222,23,0,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,161,429,1,0,0,Android,1,Progressive News,News
21/05/2018,161,359,0,0,0,Android,1,The City Daily,News
21/05/2018,161,464,0,0,0,iOS,1,Progressive News,News
21/05/2018,161,45,0,0,0,iOS,1,The City Daily,News
21/05/2018,161,1,0,0,0,Other,1,Progressive News,News
21/05/2018,161,8,0,0,0,Other,1,Progressive News,News
21/05/2018,161,1,0,0,0,Other,1,The City Daily,News
21/05/2018,161,131,1,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,161,14,0,0,0,Android,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,161,2,0,0,0,Android,1,Home & House,Fashion / Lifestyle
21/05/2018,161,135,0,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,161,17,0,0,0,Android,1,Fashionista,Fashion / Lifestyle
21/05/2018,161,173,1,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,161,29,1,0,0,iOS,1,Little Bird Lifestyle,Fashion / Lifestyle
21/05/2018,161,16,0,0,0,iOS,1,Home & House,Fashion / Lifestyle
21/05/2018,161,361,0,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,161,38,0,0,0,iOS,1,Fashionista,Fashion / Lifestyle
21/05/2018,161,3,0,0,0,Other,1,Fashionista,Fashion / Lifestyle
21/05/2018,930,213,0,0,0,Android,1,Progressive News,News
21/05/2018,930,166,1,0,0,Android,1,The City Daily,News
21/05/2018,930,2,0,0,0,Other,1,The City Daily,News
21/05/2018,930,204,0,0,0,iOS,1,Progressive News,News
21/05/2018,930,27,0,0,0,iOS,1,The City Daily,News
21/05/2018,930,1,0,0,0,Other,1,Progressive News,News
21/05/2018,930,1,0,0,0,Other,1,The City Daily,News
21/05/2018,1913,203,2,0,0,Android,1,Progressive News,News
21/05/2018,1913,179,1,0,0,Android,1,The City Daily,News
21/05/2018,1913,244,0,0,0,iOS,1,Progressive News,News
21/05/2018,1913,27,1,0,0,iOS,1,The City Daily,News
21/05/2018,1913,8,0,0,0,Other,1,Progressive News,News
21/05/2018,1913,1,0,0,0,Other,1,The City Daily,News
21/05/2018,1110,459,1,0,0,Android,1,Progressive News,News
21/05/2018,1110,384,1,0,0,Android,1,The City Daily,News
21/05/2018,1110,476,1,0,0,iOS,1,Progressive News,News
21/05/2018,1110,46,0,0,0,iOS,1,The City Daily,News
21/05/2018,1110,13,0,0,0,Other,1,Progressive News,News
21/05/2018,1110,1,0,0,0,Other,1,The City Daily,News
22/05/2018,3024,154,0,0,0,Android,2,Gadgetron,Tech / Gaming
22/05/2018,3024,10,0,0,0,Android,2,Edgy Lifestyles,Tech / Gaming
22/05/2018,3024,142,3,0,0,Android,2,Coin-Op Gaming,Tech / Gaming
22/05/2018,3024,77,1,0,0,iOS,2,Gadgetron,Tech / Gaming
22/05/2018,3024,13,0,0,0,iOS,2,Edgy Lifestyles,Tech / Gaming
22/05/2018,3024,119,0,0,0,iOS,2,Coin-Op Gaming,Tech / Gaming
22/05/2018,3024,2,0,0,0,Other,2,Gadgetron,Tech / Gaming
22/05/2018,3024,2,0,0,0,Other,2,Coin-Op Gaming,Tech / Gaming
22/05/2018,3024,33,0,0,0,Android,2,The TV News,Entertainment
22/05/2018,3024,30,0,0,0,Android,2,The ClothesRack,Lifestyle
22/05/2018,3024,4,0,0,0,Android,2,Sitting Pretty,Lifestyle
22/05/2018,3024,100,0,0,0,iOS,2,The TV News,Entertainment
22/05/2018,3024,104,1,0,0,iOS,2,The ClothesRack,Lifestyle
22/05/2018,3024,6,0,0,0,iOS,2,Sitting Pretty,Lifestyle
22/05/2018,3024,2,0,0,0,Other,2,The TV News,Entertainment
22/05/2018,692,48,0,10,6,Android,2,Progressive News,News
22/05/2018,692,659,5,215,56,Android,2,The City Daily,News
22/05/2018,692,54,0,22,9,iOS,2,Progressive News,News
22/05/2018,692,211,0,128,53,iOS,2,The City Daily,News
22/05/2018,692,5,0,0,0,Other,2,The City Daily,News
22/05/2018,692,11,0,2,0,Android,2,MusicRoom,Entertainment
22/05/2018,692,2,0,0,0,Android,2,RockTunes,Entertainment
22/05/2018,692,255,0,163,78,iOS,2,MusicRoom,Entertainment
22/05/2018,692,1,0,0,0,Other,2,MusicRoom,Entertainment
22/05/2018,692,1,0,0,0,Android,2,Business Times,News
22/05/2018,692,109,2,62,40,Android,2,Business Times,News
22/05/2018,692,1,0,0,0,Other,2,Business Times,News
22/05/2018,692,1,0,1,0,iOS,2,Business Times,News
22/05/2018,692,116,1,69,27,iOS,2,Business Times,News
22/05/2018,692,3,0,1,0,Other,2,Business Times,News
22/05/2018,692,7,0,1,1,Android,2,The TV News,Entertainment
22/05/2018,692,4,0,2,0,Android,2,The ClothesRack,Lifestyle
22/05/2018,692,6,0,2,2,Android,2,Sitting Pretty,Lifestyle
22/05/2018,692,11,0,4,2,iOS,2,The TV News,Entertainment
22/05/2018,692,10,0,2,1,iOS,2,The ClothesRack,Lifestyle
22/05/2018,692,8,0,3,2,iOS,2,Sitting Pretty,Lifestyle
22/05/2018,2832,68,3,0,0,Android,2,MusicRoom,Entertainment
22/05/2018,2832,1,0,0,0,Android,2,RockTunes,Entertainment
22/05/2018,2832,9,0,0,0,Other,2,MusicRoom,Entertainment
22/05/2018,2832,3220,12,0,0,iOS,2,MusicRoom,Entertainment
22/05/2018,2832,6,0,0,0,iOS,2,RockTunes,Entertainment
22/05/2018,2832,5306,43,0,0,Android,2,NIMBY Times,News
22/05/2018,2832,7,0,0,0,Other,2,NIMBY Times,News
22/05/2018,2832,1,0,0,0,Other,2,NIMBY Times,News
22/05/2018,2832,3,0,0,0,iOS,2,NIMBY Times,News
22/05/2018,2832,5970,21,0,0,iOS,2,NIMBY Times,News
22/05/2018,2832,215,0,0,0,Other,2,NIMBY Times,News
22/05/2018,2832,95,0,0,0,Android,2,The TV News,Entertainment
22/05/2018,2832,70,0,0,0,Android,2,The ClothesRack,Lifestyle
22/05/2018,2832,18,0,0,0,Android,2,Sitting Pretty,Lifestyle
22/05/2018,2832,216,0,0,0,iOS,2,The TV News,Entertainment
22/05/2018,2832,175,1,0,0,iOS,2,The ClothesRack,Lifestyle
22/05/2018,2832,12,0,0,0,iOS,2,Sitting Pretty,Lifestyle
22/05/2018,2832,3,0,0,0,Other,2,The TV News,Entertainment
22/05/2018,4197,1465,7,0,0,Android,2,Progressive News,News
22/05/2018,4197,672,7,0,0,Android,2,The City Daily,News
22/05/2018,4197,1154,3,0,0,iOS,2,Progressive News,News
22/05/2018,4197,26,0,0,0,iOS,2,The City Daily,News
22/05/2018,4197,5,0,0,0,Other,2,Progressive News,News
22/05/2018,4197,3,0,0,0,Android,2,UK Broadsheet,News
22/05/2018,4197,8868,90,0,0,Android,2,UK Broadsheet,News
22/05/2018,4197,2,0,0,0,Other,2,UK Broadsheet,News
22/05/2018,4197,7,0,0,0,Other,2,UK Broadsheet,News
22/05/2018,4197,1,0,0,0,Other,2,UK Broadsheet,News
22/05/2018,4197,51,0,0,0,Other,2,UK Broadsheet,News
22/05/2018,4197,4,0,0,0,iOS,2,UK Broadsheet,News
22/05/2018,4197,7047,35,0,0,iOS,2,UK Broadsheet,News
22/05/2018,4197,12,0,0,0,Other,2,UK Broadsheet,News
22/05/2018,4197,1,0,0,0,Other,2,UK Broadsheet,News
22/05/2018,4197,28,0,0,0,Other,2,UK Broadsheet,News
22/05/2018,4197,2,0,0,0,Android,2,NIMBY Times,News
22/05/2018,4197,5412,51,0,0,Android,2,NIMBY Times,News
22/05/2018,4197,5,0,0,0,Other,2,NIMBY Times,News
22/05/2018,4197,2,0,0,0,Other,2,NIMBY Times,News
22/05/2018,4197,5,0,0,0,iOS,2,NIMBY Times,News
22/05/2018,4197,5969,18,0,0,iOS,2,NIMBY Times,News
22/05/2018,4197,1,0,0,0,Other,2,NIMBY Times,News
22/05/2018,4197,223,0,0,0,Other,2,NIMBY Times,News
22/05/2018,4197,6,0,0,0,Android,2,Business Times,News
22/05/2018,4197,10736,48,0,0,Android,2,Business Times,News
22/05/2018,4197,35,0,0,0,Other,2,Business Times,News
22/05/2018,4197,10,0,0,0,iOS,2,Business Times,News
22/05/2018,4197,9196,50,0,0,iOS,2,Business Times,News
22/05/2018,4197,197,0,0,0,Other,2,Business Times,News
22/05/2018,4769,763,5,0,0,Android,2,Progressive News,News
22/05/2018,4769,329,3,0,0,Android,2,The City Daily,News
22/05/2018,4769,552,3,0,0,iOS,2,Progressive News,News
22/05/2018,4769,10,0,0,0,iOS,2,The City Daily,News
22/05/2018,4769,1,0,0,0,Other,2,Progressive News,News
22/05/2018,4769,1,0,0,0,Other,2,The City Daily,News
22/05/2018,4769,4474,29,0,0,Android,2,UK Broadsheet,News
22/05/2018,4769,23,0,0,0,Other,2,UK Broadsheet,News
22/05/2018,4769,2,0,0,0,iOS,2,UK Broadsheet,News
22/05/2018,4769,3467,27,0,0,iOS,2,UK Broadsheet,News
22/05/2018,4769,1,0,0,0,Other,2,UK Broadsheet,News
22/05/2018,4769,4,0,0,0,Other,2,UK Broadsheet,News
22/05/2018,4769,2,0,0,0,Other,2,UK Broadsheet,News
22/05/2018,4769,20,0,0,0,Other,2,UK Broadsheet,News
22/05/2018,4769,1,0,0,0,Android,2,NIMBY Times,News
22/05/2018,4769,2647,19,0,0,Android,2,NIMBY Times,News
22/05/2018,4769,2,0,0,0,Other,2,NIMBY Times,News
22/05/2018,4769,1,0,0,0,Other,2,NIMBY Times,News
22/05/2018,4769,2,0,0,0,iOS,2,NIMBY Times,News
22/05/2018,4769,3026,10,0,0,iOS,2,NIMBY Times,News
22/05/2018,4769,118,0,0,0,Other,2,NIMBY Times,News
22/05/2018,4769,2,0,0,0,Android,2,Business Times,News
22/05/2018,4769,5454,20,0,0,Android,2,Business Times,News
22/05/2018,4769,13,0,0,0,Other,2,Business Times,News
22/05/2018,4769,1,1,0,0,iOS,2,Business Times,News
